Tên tr??ng,N?m,Mã ngành,Tên ngành,T? h?p môn,?i?m chu?n,Ghi chú
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2019,7810103PH,Qu?n tr? d?ch v? du l?ch và l? hành,A00; A01; B00; D01,14,c? s? Thanh Hóa
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2019,7850101PH,Qu?n lý tài nguyên và môi tr??ng,A00; A01; B00; D01,14,c? s? Thanh Hóa
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2020,7340301,K? toán,A00; A01; C00; D01,19,Tr? s? chính
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2020,7340101,Qu?n tr? kinh doanh,A00; A01; C00; D01,21,Tr? s? chính
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2020,7340116,B?t ??ng s?n,A00; A01; C00; D01,15,Tr? s? chính
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2020,7340115,Marketing,"A00, A01; C00; D01",21,Tr? s? chính
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2020,7380101,Lu?t,A00; A01: C00; D01,15,Tr? s? chính
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2020,7440298,Bi?n ??i khí h?u và Phát tri?n b?n v?ng,A00; A01; D01; D15,15,Tr? s? chính
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2020,7440221,Khí t??ng và Khí h?u h?c,A00; A01; C01; D10,15,Tr? s? chính
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2020,7440224,Th?y v?n h?c,A00; A01; C01: D10,15,Tr? s? chính
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2020,7420203,Sinh h?c ?ng d?ng,A00; B00; D01; D13,15,Tr? s? chính
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2020,7510406,Công ngh? k? thu?t môi tr??ng,A00; B00; C08; D01,15,Tr? s? chính
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2020,7480201,Công ngh? thông tin,A00; A01; B00; D01,17,Tr? s? chính
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2020,7520501,K? thu?t ??a ch?t,A00; A01; D01; D07,15,Tr? s? chính
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2020,7520503,K? thu?t tr?c ??a - B?n ??,A00; A01; D01; D10,15,Tr? s? chính
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2020,7540106,??m b?o ch?t l??ng và An toàn th?c ph?m,A00; B00; D01; D07,15,Tr? s? chính
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2020,7510605,Logistics và Qu?n lý chu?i cung ?ng,A00; A01; C00; D01,16,Tr? s? chính
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2020,7810103,Qu?n tr? d?ch v? du l?ch và L? hành,A00; A01; C00; D01,19.5,Tr? s? chính
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2020,7850102,Kinh t? Tài nguyên thiên nhiên,A00; A01; C00; D01,15,Tr? s? chính
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2020,7850199,Qu?n lý bi?n,"A00; B00; C01, D01",15,Tr? s? chính
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2020,7850103,Qu?n lý ??t ?ai,A00; B00; C00; D01,15,Tr? s? chính
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2020,7850198,Qu?n lý tài nguyên n??c,A00; A01; B00; D07,15,Tr? s? chính
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2020,7850101,Qu?n lý tài nguyên và môi tr??ng,A00; B00; D01; D15,15,Tr? s? chính
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2020,7220201,Ngôn ng? Anh,"D01; D10, D14; D15",15,Tr? s? chính
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2020,7810201,Qu?n tr? khách s?n,A00; A01; C00; D01,20.5,Tr? s? chính
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2020,7340301PH,K? toán,A00; A01; C00; D01,15,Phân hi?u Thanh Hóa
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2020,7510406PH,Công ngh? k? thu?t môi tr??ng,A00; B00; C08; D01,15,Phân hi?u Thanh Hóa
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2020,7480201PH,Công ngh? thông tin,A00; A01; B00; D01,15,Phân hi?u Thanh Hóa
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2020,7520503PH,K? thu?t tr?c ??a - B?n ??,A00; A01; D01; D10,15,Phân hi?u Thanh Hóa
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2020,7810103PH,Qu?n tr? d?ch v? du l?ch và L? hành,A00; A01; C00; D01,15,Phân hi?u Thanh Hóa
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2020,7850103PH,Qu?n lý ??t ?ai,A00; B00; C00; D01,15,Phân hi?u Thanh Hóa
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2020,7850101PH,Qu?n lý tài nguyên và môi tr??ng,"A00; B00; D01, D15",15,Phân hi?u Thanh Hóa
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2021,7340301,K? toán,A00; A01; A07; D01,24.25,Tr? s? chính Hà N?i
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2021,7340101,Qu?n tr? kinh doanh,A00; A01; C00; D01,25.75,Tr? s? chính Hà N?i
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2021,7340116,B?t ??ng s?n,A00; A01; C00; D01,23,Tr? s? chính Hà N?i
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2021,7340115,Marketing,A00; A01; C00; D01,26,Tr? s? chính Hà N?i
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2021,7380101,Lu?t,A00; A01; C00; D01,24,Tr? s? chính Hà N?i
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2021,7440298,Bi?n ??i khí h?u và Phát tri?n b?n v?ng,A00; C00; D01; D15,15,Tr? s? chính Hà N?i
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2021,7440221,Khí t??ng và Khí h?u h?c,A00; A01; B00; D01,15,Tr? s? chính Hà N?i
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2021,7440224,Th?y v?n h?c,A00; A01; B00; D01,15,Tr? s? chính Hà N?i
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2021,7420203,Sinh h?c ?ng d?ng,A00; A01; B00; D08,15,Tr? s? chính Hà N?i
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2021,7510406,Công ngh? k? thu?t môi tr??ng,A00; A01; B00; D01,15,Tr? s? chính Hà N?i
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2021,7480201,Công ngh? thông tin,A00; A01; B00; D01,24,Tr? s? chính Hà N?i
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2021,7520501,K? thu?t ??a ch?t,A00; A01; D01; D15,15,Tr? s? chính Hà N?i
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2021,7520503,K? thu?t tr?c ??a - B?n ??,A00; A01; D01; D15,15,Tr? s? chính Hà N?i
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2021,7540106,??m b?o ch?t l??ng và An toàn th?c ph?m,A00; B00; D01; D07,15,Tr? s? chính Hà N?i
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2021,7510605,Logistics và Qu?n lý chu?i cung ?ng,A00; A01; C00; D01,25,Tr? s? chính Hà N?i
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2021,7810103,Qu?n tr? d?ch v? du l?ch và L? hành,A00; A01; C00; D01,24.25,Tr? s? chính Hà N?i
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2021,7850102,Kinh t? Tài nguyên thiên nhiên,A00; A01; A07; D01,15,Tr? s? chính Hà N?i
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2021,7850199,Qu?n lý bi?n,A00; B00; C01; D01,15,Tr? s? chính Hà N?i
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2021,7850103,Qu?n lý ??t ?ai,A00; B00; C00; D01,19.5,Tr? s? chính Hà N?i
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2021,7850198,Qu?n lý tài nguyên n??c,A00; A01; B00; D01,15,Tr? s? chính Hà N?i
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2021,7850101,Qu?n lý tài nguyên và môi tr??ng,A00; B00; D01; D15,15,Tr? s? chính Hà N?i
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2021,7220201,Ngôn ng? Anh,A01; D01; D07; D15,24,Tr? s? chính Hà N?i
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2021,7810201,Qu?n tr? khách s?n,A00; A01; C00; D01,24.5,Tr? s? chính Hà N?i
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2021,7340301PH,K? toán,A00; A01; A07; D01,15,Phân hi?u t?i Thanh Hóa
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2021,7510406PH,Công ngh? k? thu?t môi tr??ng,A00; A01; B00; D01,15,Phân hi?u t?i Thanh Hóa
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2021,7480201PH,Công ngh? thông tin,A00; A01; B00; D01,15,Phân hi?u t?i Thanh Hóa
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2021,7520503PH,K? thu?t tr?c ??a - B?n ??,A00; A01; D01; D15,15,Phân hi?u t?i Thanh Hóa
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2021,7810103PH,Qu?n tr? d?ch v? du l?ch và L? hành,A00; A01; C00; D01,15,Phân hi?u t?i Thanh Hóa
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2021,7850103PH,Qu?n lý ??t ?ai,A00; B00; C00; D01,15,Phân hi?u t?i Thanh Hóa
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2021,7850101PH,Qu?n lý tài nguyên và môi tr??ng,A00; B00; D01; D15,15,Phân hi?u t?i Thanh Hóa
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2022,7340301,K? toán,A00; A01; D07; D01,25.25,
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2022,7340101,Qu?n tr? kinh doanh,A00; A01; C00; D01,27,
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2022,7340116,B?t ??ng s?n,A00; A01; C00; D01,25.5,
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2022,7340115,Marketing,A00; A01; C00; D01,27.5,
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2022,7380101,Lu?t,A00; A01; C00; D01,26,
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2022,7440298,Bi?n ??i khí h?u và Phát tri?n b?n v?ng,A00; C00; D01; D15,15,
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2022,7440222,Khí t??ng và khí h?u h?c,A00; A01; B00; D01,15,
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2022,7440224,Th?y v?n h?c,A00; A01; B00; D01,15,
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2022,7420203,Sinh h?c ?ng d?ng,A00; B00; D01; D08,15,
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2022,7510406,Công ngh? k? thu?t môi tr??ng,A00; A01; B00; D01,17.5,
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2022,7480201,Công ngh? thông tin,A00; A01; B00; D01,24.25,
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2022,7520501,K? thu?t ??a ch?t,A00; A01; D01; D15,15,
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2022,7520503,K? thu?t Tr?c ??a - B?n ??,A00; A01; D01; D15,15,
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2022,7540106,??m b?o ch?t l??ng và An toàn th?c ph?m,A00; B00; D01; D07,15,
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2022,7510605,Logistics và Qu?n lý chu?i cung ?ng,A00; A01; C00; D01,26.75,
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2022,7810103,Qu?n tr? d?ch v? du l?ch và l? hành,A00; A01; C00; D01,26.25,
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2022,7850102,Kinh t? Tài nguyên thiên nhiên,A00; A01; A07; D01,20.5,
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2022,7850199,Qu?n lý bi?n,A00; A01; B00; D01,15,
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2022,7850103,Qu?n lý ??t ?ai,A00; A01; C00; D01,23.5,
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2022,7850198,Qu?n lý tài nguyên n??c,A00; A01; B00; D01,15,
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2022,7850101,Qu?n lý tài nguyên và môi tr??ng,A00; B00; D01; D15,19.5,
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2022,7810201,Qu?n tr? khách s?n,A00; A01; C00; D01,25.25,
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2022,7220201,Ngôn ng? Anh,A00; D01; D07; D15,24.25,
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2022,7340301PH,K? toán,A00; A01; A07; D01,15,Phân hi?u t?i Thanh Hóa
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2022,7510406PH,Công ngh? k? thu?t môi tr??ng,A00; A01; B00; D01,15,Phân hi?u t?i Thanh Hóa
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2022,7480201PH,Công ngh? thông tin,A00; A01; B00; D01,15,Phân hi?u t?i Thanh Hóa
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2022,7520503PH,K? thu?t Tr?c ??a - B?n ??,A00; A01; D01; D15,15,Phân hi?u t?i Thanh Hóa
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2022,7810103PH,Qu?n tr? d?ch v? du l?ch và l? hành,A00; A01; C00; D01,15,Phân hi?u t?i Thanh Hóa
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2022,7850103PH,Qu?n lý ??t ?ai,A00; B00; C00; D01,15,Phân hi?u t?i Thanh Hóa
??i h?c Tài Nguyên và Môi Tr??ng Hà N?i,2022,7850101PH,Qu?n lý tài nguyên và môi tr??ng,A00; B00; D01; D15,15,Phân hi?u t?i Thanh Hóa
??i H?c Hoa L?,2015,7140210,S? ph?m Toán h?c,A00; A01; D07; D08,---,
??i H?c Hoa L?,2015,7140211,S? ph?m V?t lý,A00; A01; A02,---,
??i H?c Hoa L?,2015,7140212,S? ph?m Hóa h?c,A00; D07; B00,---,
??i H?c Hoa L?,2015,7140213,S? ph?m Sinh h?c,A00; A01; A02,---,
??i H?c Hoa L?,2015,7140217,S? ph?m Ng? v?n,C00; D01; D14; D15,---,
??i H?c Hoa L?,2015,7140205,Giáo d?c Chính tr?,C00; D01; D14; D15,---,
??i H?c Hoa L?,2015,7140201,Giáo d?c M?m non,M00,---,
??i H?c Hoa L?,2015,7340301,K? toán,A00; A01; D01; D07,---,
??i H?c Hoa L?,2015,7340101,Qu?n tr? kinh doanh,A00; A01; D01; D07,---,
??i H?c Hoa L?,2015,7220113,Vi?t Nam h?c,C00; D01; D14; D15,---,
??i H?c Hoa L?,2015,7620110,Khoa h?c cây tr?ng,B00; D08; A02,---,
??i H?c Hoa L?,2016,51140231,S? ph?m Ti?ng Anh.,A01; D01; D14; D15,---,
??i H?c Hoa L?,2016,51140202,Giáo d?c Ti?u h?c.,A00; A01; C00; D01,---,
??i H?c Hoa L?,2016,51140201,Giáo d?c M?m non.,M00,---,
??i H?c Hoa L?,2016,0,Các ngành ?ào t?o cao ??ng,0,---,
??i H?c Hoa L?,2016,7340301,K? toán,A00; A01; D01; D07,15,
??i H?c Hoa L?,2016,7340101,Qu?n tr? kinh doanh,A00; A01; D01; D07,15,
??i H?c Hoa L?,2016,7220113,Vi?t Nam h?c,C00; D14; D15; D66,15,
??i H?c Hoa L?,2016,7140217,S? ph?m Ng? v?n,C00; D14; D15; D66,15,
??i H?c Hoa L?,2016,7140213,S? ph?m Sinh h?c,A02; B00; D08,15,
??i H?c Hoa L?,2016,7140212,S? ph?m Hóa h?c,A00; B00; D07,15,
??i H?c Hoa L?,2016,7140211,S? ph?m V?t lý,A00; A01; A02,15,
??i H?c Hoa L?,2016,7140209,S? ph?m Toán h?c,A00; A01; D07; D08,15,
??i H?c Hoa L?,2016,7140205,Giáo d?c Chính tr?,C00; C19; C20; D66,15,
??i H?c Hoa L?,2016,7140202,Giáo d?c Ti?u h?c,A00; A01; C00; D01,15,
??i H?c Hoa L?,2016,7140201,Giáo d?c M?m non,M00,15,
??i H?c Hoa L?,2016,0,Các ngành ?ào t?o ??i h?c,0,---,
??i H?c Hoa L?,2017,7140201,Giáo d?c M?m non,M00,15.5,
??i H?c Hoa L?,2017,7140202,Giáo d?c Ti?u h?c,A00; A01; C00; D01,15.5,
??i H?c Hoa L?,2017,7140205,Giáo d?c Chính tr?,C00; C19; C20; D66,15.5,
??i H?c Hoa L?,2017,7140209,S? ph?m Toán h?c,A00; A01; D07; D08,15.5,
??i H?c Hoa L?,2017,7140211,S? ph?m V?t lý,A00; A01; A02,15.5,
??i H?c Hoa L?,2017,7140212,S? ph?m Hoá h?c,A00; B00; D07,15.5,
??i H?c Hoa L?,2017,7140213,S? ph?m Sinh h?c,"A02, B00,D08",15.5,
??i H?c Hoa L?,2017,7140217,S? ph?m Ng? v?n,C00; D14; D15; D66,15.5,
??i H?c Hoa L?,2017,7310630,Vi?t Nam h?c,C00; D14; D15; D66,15.5,
??i H?c Hoa L?,2017,7340101,Qu?n tr? kinh doanh,A00; A01; D01; D07,15.5,
??i H?c Hoa L?,2017,7340301,K? toán,A00; A01; D01; D07,15.5,
??i H?c Hoa L?,2017,51140202,Giáo d?c Ti?u h?c (h? cao ??ng),"A00, A01, C00, D01",---,T?t nghi?p THPT
??i H?c Hoa L?,2017,51140231,S? ph?m Ti?ng Anh (h? cao ??ng),"A01, D01, D14, D15",---,T?t nghi?p THPT
??i H?c Hoa L?,2018,7140201,Giáo d?c M?m non,M00,17,
??i H?c Hoa L?,2018,7140202,Giáo d?c Ti?u h?c,A00; A01; C00; D01,17,
??i H?c Hoa L?,2018,7140205,Giáo d?c Chính tr?,C00; C19; C20; D66,17,
??i H?c Hoa L?,2018,7140217,S? ph?m Ng? v?n,C00; D14; D15; D66,17,
??i H?c Hoa L?,2018,7310630,Vi?t Nam h?c,C00; D14; D15; D66,13.5,
??i H?c Hoa L?,2018,7340101,Qu?n tr? kinh doanh,A00; A01; D01; D07,13.5,
??i H?c Hoa L?,2018,7340301,K? toán,A00; A01; D01; D07,13.5,
??i H?c Hoa L?,2018,51140202,Giáo d?c Ti?u h?c (h? cao ??ng),"A00, A01, C00, D01",15,
??i H?c Hoa L?,2020,7140201,Giáo d?c M?m non,M01; M07; M08; M05,18.5,
??i H?c Hoa L?,2020,7140202,Giáo d?c Ti?u h?c,D01; C00; A00; C14,18.5,
??i H?c Hoa L?,2020,7140212,S? ph?m Hóa h?c,A00; B00; D07,18.5,
??i H?c Hoa L?,2020,7310630,Vi?t Nam h?c,C00; D66; D14; D15,14,
??i H?c Hoa L?,2020,7340101,Qu?n tr? kinh doanh,A00; A01; A10; D01,14,
??i H?c Hoa L?,2020,7340301,K? toán,A00; A01; A10; D01,14,
??i H?c Hoa L?,2020,7810101,Du l?ch,C00; D66; D14; D15,14,
??i H?c Hoa L?,2020,5140201,Giáo d?c M?m non,M01; M07; M08; M05,16.5,Cao ??ng
??i H?c Hoa L?,2021,7140201,Giáo d?c M?m non,M01; M07; M08; M05,19,
??i H?c Hoa L?,2021,7140202,Giáo d?c Ti?u h?c,D01; C00; A00; C14,19,
??i H?c Hoa L?,2021,7140209,S? ph?m Toán h?c,A00; A01; D07; D08,19,
??i H?c Hoa L?,2021,7140211,S? ph?m V?t lý,A00; A01; A02,19,
??i H?c Hoa L?,2021,7140212,S? ph?m Hóa h?c,A00; B00; D07,19,
??i H?c Hoa L?,2021,7140247,S? ph?m Khoa h?c t? nhiên,A00; A02; B00; A01,19,
??i H?c Hoa L?,2021,7140249,S? ph?m L?ch s? - ??a lý,C00; C19; C20; D14,19,
??i H?c Hoa L?,2021,7310630,Vi?t Nam h?c,C00; D66; D14; D15,14,
??i H?c Hoa L?,2021,7340101,Qu?n tr? kinh doanh,A00; A01; A10; D01,14,
??i H?c Hoa L?,2021,7340301,K? toán,A00; A01; A10; D01,14,
??i H?c Hoa L?,2021,7810101,Du l?ch,C00; D66; D14; D15,14,
??i H?c Hoa L?,2021,5140201,Giáo d?c M?m non,M01; M07; M08; M05,17,
??i H?c Hoa L?,2022,7140201,Giáo d?c M?m non,M01; M05; M07; M08,19,
??i H?c Hoa L?,2022,7140202,Giáo d?c Ti?u h?c,A00; C00; C14; D01,25.5,
??i H?c Hoa L?,2022,7140247,S? ph?m Khoa h?c t? nhiên,A00; A01; A02; B00,19,
??i H?c Hoa L?,2022,7140249,S? ph?m L?ch s? - ??a lý,C00; C19; C20; D14,24.5,
??i H?c Hoa L?,2022,7340301,K? toán,A00; A01; A10; D01,15,
??i H?c Hoa L?,2022,7340101,Qu?n tr? kinh doanh,A00; A01; A10; D01,15,
??i H?c Hoa L?,2022,7310630,Vi?t Nam h?c,C00; D14; D15; D66,15,
??i H?c Hoa L?,2022,7810101,Du l?ch,C00; D14; D15; D66,15,
??i h?c Nam C?n Th?,2015,7720401,D??c h?c,A00; B00; C05; C08,---,
??i h?c Nam C?n Th?,2015,7340301,K? toán,A00; A01; D01; C00,---,
??i h?c Nam C?n Th?,2015,7340201,Tài chính - Ngân hàng,A00; A01; D01; C00,---,
??i h?c Nam C?n Th?,2015,7340101,Qu?n tr? kinh doanh,A00; A01; D01; C00,---,
??i h?c Nam C?n Th?,2015,7360708,Quan h? công chúng,A00; A01; C00; D01,---,
??i h?c Nam C?n Th?,2015,7850103,Qu?n lí ??t ?ai,A00; B00; C05; C08,---,
??i h?c Nam C?n Th?,2015,7850101,Qu?n lí tài nguyên và môi tr??ng,A00; B00; C05; C08,---,
??i h?c Nam C?n Th?,2015,7580201,K? thu?t công trình xây d?ng,A00; A01; D01; C05,---,
??i h?c Nam C?n Th?,2015,7580102,Ki?n trúc,A00; A01; D01; C05,---,
??i h?c Nam C?n Th?,2015,7850401,Lu?t kinh t?,D01; C00; D14; D15,---,
??i h?c Nam C?n Th?,2015,7380107,Công ngh? k? thu?t hóa h?c,A00; B00; C05; C08,---,
??i h?c Nam C?n Th?,2015,C900107,D??c s?,A00; B00; C05; C08,---,
??i h?c Nam C?n Th?,2015,C340301,K? toán,A00; A01; D01; C00,---,
??i h?c Nam C?n Th?,2015,C340201,Tài chính – Ngân hàng,A00; A01; D01; C00,---,
??i h?c Nam C?n Th?,2015,C340101,Qu?n tr? kinh doanh,A00; A01; D01; C00,---,
??i h?c Nam C?n Th?,2015,C850103,Qu?n lý ??t ?ai,A00; B00; C05; C08,---,
??i h?c Nam C?n Th?,2015,C510102,Công ngh? KT công trình XD,A00; A01; D01; C05,---,
??i h?c Nam C?n Th?,2015,C510101,Công ngh? k? thu?t ki?n trúc,A00; A01; D01; C05,---,
??i h?c Nam C?n Th?,2016,7850103,Qu?n lý ??t ?ai,A00; B00; C05; C08,---,
??i h?c Nam C?n Th?,2016,7850101,Qu?n lý tài nguyên và môi tr??ng,A00; B00; C05; C08,---,
??i h?c Nam C?n Th?,2016,7720401,D??c h?c,A00; B00; C05; C08,---,
??i h?c Nam C?n Th?,2016,7720332,Xét nghi?m y h?c,A00; B00; C08; D07,---,
??i h?c Nam C?n Th?,2016,7580201,K? thu?t công trình xây d?ng,A00; A01; C05; D01,---,
??i h?c Nam C?n Th?,2016,7580102,Ki?n trúc,H01; V00; V01,---,
??i h?c Nam C?n Th?,2016,7540101,Công ngh? th?c ph?m*,A02; B00; C06; C08,---,
??i h?c Nam C?n Th?,2016,7520320,K? thu?t môi tr??ng,A00; B00; C05; C08,---,
??i h?c Nam C?n Th?,2016,7510401,Công ngh? k? thu?t hóa h?c,A00; B00; C05; C08,---,
??i h?c Nam C?n Th?,2016,7510205,Công ngh? k? thu?t ô tô,A00; A01; C05; D01,---,
??i h?c Nam C?n Th?,2016,7480201,Công ngh? thông tin,A00; A01; C05; D01,---,
??i h?c Nam C?n Th?,2016,7380107,Lu?t kinh t?,C00; D01; D14; D15,---,
??i h?c Nam C?n Th?,2016,7360708,Quan h? công chúng.,C00; D01; D14; D15,---,
??i h?c Nam C?n Th?,2016,7340301,K? toán,A00; A01; C00; D01,---,
??i h?c Nam C?n Th?,2016,7340201,Tài chính – Ngân hàng,A00; A01; C00; D01,---,
??i h?c Nam C?n Th?,2016,7340116,B?t ??ng s?n,A00; B00; C05; C08,---,
??i h?c Nam C?n Th?,2016,7340103,Qu?n tr? d?ch v? du l?ch và l? hành,A00; A01; C00; D01,---,
??i h?c Nam C?n Th?,2016,7340101,Qu?n tr? kinh doanh,A00; A01; C00; D01,---,
??i h?c Nam C?n Th?,2017,7320108,Quan h? công chúng,C00; D01; D14; D15,15.5,Xét h?c b? 18 ?i?m
??i h?c Nam C?n Th?,2017,7340101,Qu?n tr? kinh doanh,A00; A01; C00; D01,15.5,Xét h?c b? 18 ?i?m
??i h?c Nam C?n Th?,2017,7340116,B?t ??ng s?n,A00; B00; C05; C08,15.5,Xét h?c b? 18 ?i?m
??i h?c Nam C?n Th?,2017,7340201,Tài chính – Ngân hàng,A00; A01; C00; D01,15.5,Xét h?c b? 18 ?i?m
??i h?c Nam C?n Th?,2017,7340301,K? toán,C01,---,
??i h?c Nam C?n Th?,2017,7340301,K? toán,A00; A01; D01,15.5,Xét h?c b? 18 ?i?m
??i h?c Nam C?n Th?,2017,7380101,Lu?t,"C00, D01, D14, D15",---,
??i h?c Nam C?n Th?,2017,7380107,Lu?t kinh t?,"C00, D01, D14, D15",15.5,Xét h?c b? 18 ?i?m
??i h?c Nam C?n Th?,2017,7480201,Công ngh? thông tin,A02,---,
??i h?c Nam C?n Th?,2017,7480201,Công ngh? thông tin,A00; A01; D01,15.5,Xét h?c b? 18 ?i?m
??i h?c Nam C?n Th?,2017,7510205,Công ngh? k? thu?t ô tô,A02,---,
??i h?c Nam C?n Th?,2017,7510205,Công ngh? k? thu?t ô tô,A00; A01; D01,15.5,Xét h?c b? 18 ?i?m
??i h?c Nam C?n Th?,2017,7510401,Công ngh? k? thu?t hoá h?c,A02,---,
??i h?c Nam C?n Th?,2017,7510401,Công ngh? k? thu?t hoá h?c,A00; B00; C08,15.5,Xét h?c b? 18 ?i?m
??i h?c Nam C?n Th?,2017,7520320,K? thu?t môi tr??ng,A02,---,
??i h?c Nam C?n Th?,2017,7520320,K? thu?t môi tr??ng,A00; B00; C08,15.5,Xét h?c b? 18 ?i?m
??i h?c Nam C?n Th?,2017,7540101,Công ngh? th?c ph?m,A00,---,
??i h?c Nam C?n Th?,2017,7540101,Công ngh? th?c ph?m,A02; B00; C08,15.5,Xét h?c b? 18 ?i?m
??i h?c Nam C?n Th?,2017,7580101,Ki?n trúc,"A00, D01",---,
??i h?c Nam C?n Th?,2017,7580101,Ki?n trúc,V00; V01,15.5,Xét h?c b? 18 ?i?m
??i h?c Nam C?n Th?,2017,7580201,K? thu?t xây d?ng,A02,---,
??i h?c Nam C?n Th?,2017,7580201,K? thu?t xây d?ng,A00; A01; D01,15.5,Xét h?c b? 18 ?i?m
??i h?c Nam C?n Th?,2017,7720101,Y khoa,"A02, B00, D07, D08",---,
