Tên trường,Mã ngành,Tên ngành,Tổ hợp môn,Điểm chuẩn,Ghi chú
Học Viện Cảnh Sát Nhân Dân,7860100,Nghiệp vụ Cảnh sát,A00,22.59,Điểm trúng tuyển nữ; Địa bàn 1
Học Viện Cảnh Sát Nhân Dân,7860100,Nghiệp vụ Cảnh sát,A01,24.73,Điểm trúng tuyển nữ; Địa bàn 1
Học Viện Cảnh Sát Nhân Dân,7860100,Nghiệp vụ Cảnh sát,C03,24.83,Điểm trúng tuyển nữ; Địa bàn 1
Học Viện Cảnh Sát Nhân Dân,7860100,Nghiệp vụ Cảnh sát,D01,24.62,Điểm trúng tuyển nữ; Địa bàn 1
Học Viện Cảnh Sát Nhân Dân,7860100,Nghiệp vụ Cảnh sát,A00,20.74,Điểm trúng tuyển nam; Địa bàn 2
Học Viện Cảnh Sát Nhân Dân,7860100,Nghiệp vụ Cảnh sát,A01,21.04,Điểm trúng tuyển nam; Địa bàn 2
Học Viện Cảnh Sát Nhân Dân,7860100,Nghiệp vụ Cảnh sát,C03,22.27,Điểm trúng tuyển nam; Địa bàn 2
Học Viện Cảnh Sát Nhân Dân,7860100,Nghiệp vụ Cảnh sát,D01,21.17,Điểm trúng tuyển nam; Địa bàn 2
Học Viện Cảnh Sát Nhân Dân,7860100,Nghiệp vụ Cảnh sát,A00,25.6,Điểm trúng tuyển nữ; Địa bàn 2
Học Viện Cảnh Sát Nhân Dân,7860100,Nghiệp vụ Cảnh sát,A01,24.78,Điểm trúng tuyển nữ; Địa bàn 2
Học Viện Cảnh Sát Nhân Dân,7860100,Nghiệp vụ Cảnh sát,C03,24.64,Điểm trúng tuyển nữ; Địa bàn 2
Học Viện Cảnh Sát Nhân Dân,7860100,Nghiệp vụ Cảnh sát,D01,23.69,Điểm trúng tuyển nữ; Địa bàn 2
Học Viện Cảnh Sát Nhân Dân,7860100,Nghiệp vụ Cảnh sát,A00,20.23,Điểm trúng tuyển nam; Địa bàn 3
Học Viện Cảnh Sát Nhân Dân,7860100,Nghiệp vụ Cảnh sát,A01,20.79,Điểm trúng tuyển nam; Địa bàn 3
Học Viện Cảnh Sát Nhân Dân,7860100,Nghiệp vụ Cảnh sát,C03,21.33,Điểm trúng tuyển nam; Địa bàn 3
Học Viện Cảnh Sát Nhân Dân,7860100,Nghiệp vụ Cảnh sát,D01,20.93,Điểm trúng tuyển nam; Địa bàn 3
Học Viện Cảnh Sát Nhân Dân,7860100,Nghiệp vụ Cảnh sát,A00,23,Điểm trúng tuyển nữ; Địa bàn 3
Học Viện Cảnh Sát Nhân Dân,7860100,Nghiệp vụ Cảnh sát,A01,24.52,Điểm trúng tuyển nữ; Địa bàn 3
Học Viện Cảnh Sát Nhân Dân,7860100,Nghiệp vụ Cảnh sát,C03,24.46,Điểm trúng tuyển nữ; Địa bàn 3
Học Viện Cảnh Sát Nhân Dân,7860100,Nghiệp vụ Cảnh sát,D01,23.43,Điểm trúng tuyển nữ; Địa bàn 3
Học Viện Cảnh Sát Nhân Dân,7860100,Nghiệp vụ Cảnh sát,A00,15.98,Điểm trúng tuyển nam; Địa bàn 8
Học Viện Cảnh Sát Nhân Dân,7860100,Nghiệp vụ Cảnh sát,A01,18.76,Điểm trúng tuyển nam; Địa bàn 8
Học Viện Cảnh Sát Nhân Dân,7860100,Nghiệp vụ Cảnh sát,C03,19.57,Điểm trúng tuyển nam; Địa bàn 8
Học Viện Cảnh Sát Nhân Dân,7860100,Nghiệp vụ Cảnh sát,D01,19.81,Điểm trúng tuyển nam; Địa bàn 8
Học Viện Cảnh Sát Nhân Dân,7860100,Nghiệp vụ Cảnh sát,C03,15.63,Điểm trúng tuyển nữ; Địa bàn 8
Đại Học Cảnh Sát Nhân Dân,7860100,Nghiệp vụ Cảnh sát,A00,18.73,"Điểm trúng tuyển nam, Địa bàn 4"
Đại Học Cảnh Sát Nhân Dân,7860100,Nghiệp vụ Cảnh sát,A01,18.14,"Điểm trúng tuyển nam, Địa bàn 4"
Đại Học Cảnh Sát Nhân Dân,7860100,Nghiệp vụ Cảnh sát,C03,19.93,"Điểm trúng tuyển nam, Địa bàn 4"
Đại Học Cảnh Sát Nhân Dân,7860100,Nghiệp vụ Cảnh sát,D01,20.98,"Điểm trúng tuyển nam, Địa bàn 4"
Đại Học Cảnh Sát Nhân Dân,7860100,Nghiệp vụ Cảnh sát,A00,22.23,"Điểm trúng tuyển nữ, Địa bàn 4"
Đại Học Cảnh Sát Nhân Dân,7860100,Nghiệp vụ Cảnh sát,A01,21.94,"Điểm trúng tuyển nữ, Địa bàn 4"
Đại Học Cảnh Sát Nhân Dân,7860100,Nghiệp vụ Cảnh sát,C03,23.02,"Điểm trúng tuyển nữ, Địa bàn 4"
Đại Học Cảnh Sát Nhân Dân,7860100,Nghiệp vụ Cảnh sát,D01,22.95,"Điểm trúng tuyển nữ, Địa bàn 4"
Đại Học Cảnh Sát Nhân Dân,7860100,Nghiệp vụ Cảnh sát,A00,20.01,"Điểm trúng tuyển nam, Địa bàn 5"
Đại Học Cảnh Sát Nhân Dân,7860100,Nghiệp vụ Cảnh sát,A01,20.83,"Điểm trúng tuyển nam, Địa bàn 5"
Đại Học Cảnh Sát Nhân Dân,7860100,Nghiệp vụ Cảnh sát,C03,21.27,"Điểm trúng tuyển nam, Địa bàn 5"
Đại Học Cảnh Sát Nhân Dân,7860100,Nghiệp vụ Cảnh sát,D01,21.8,"Điểm trúng tuyển nam, Địa bàn 5"
Đại Học Cảnh Sát Nhân Dân,7860100,Nghiệp vụ Cảnh sát,A00,23.39,"Điểm trúng tuyển nữ, Địa bàn 5"
Đại Học Cảnh Sát Nhân Dân,7860100,Nghiệp vụ Cảnh sát,A01,24.43,"Điểm trúng tuyển nữ, Địa bàn 5"
Đại Học Cảnh Sát Nhân Dân,7860100,Nghiệp vụ Cảnh sát,C03,23.11,"Điểm trúng tuyển nữ, Địa bàn 5"
Đại Học Cảnh Sát Nhân Dân,7860100,Nghiệp vụ Cảnh sát,D01,24.23,"Điểm trúng tuyển nữ, Địa bàn 5"
Đại Học Cảnh Sát Nhân Dân,7860100,Nghiệp vụ Cảnh sát,A00,17.79,Điểm trúng tuyển nam; Địa bàn 6
Đại Học Cảnh Sát Nhân Dân,7860100,Nghiệp vụ Cảnh sát,A01,18.8,Điểm trúng tuyển nam; Địa bàn 6
Đại Học Cảnh Sát Nhân Dân,7860100,Nghiệp vụ Cảnh sát,C03,19.67,Điểm trúng tuyển nam; Địa bàn 6
Đại Học Cảnh Sát Nhân Dân,7860100,Nghiệp vụ Cảnh sát,D01,18.47,Điểm trúng tuyển nam; Địa bàn 6
Đại Học Cảnh Sát Nhân Dân,7860100,Nghiệp vụ Cảnh sát,A00,21.74,Điểm trúng tuyển nữ; Địa bàn 6
Đại Học Cảnh Sát Nhân Dân,7860100,Nghiệp vụ Cảnh sát,A01,21.76,Điểm trúng tuyển nữ; Địa bàn 6
Đại Học Cảnh Sát Nhân Dân,7860100,Nghiệp vụ Cảnh sát,C03,21.53,Điểm trúng tuyển nữ; Địa bàn 6
Đại Học Cảnh Sát Nhân Dân,7860100,Nghiệp vụ Cảnh sát,D01,23.14,Điểm trúng tuyển nữ; Địa bàn 6
Đại Học Cảnh Sát Nhân Dân,7860100,Nghiệp vụ Cảnh sát,A00,19.74,Điểm trúng tuyển nam; Địa bàn 7
Đại Học Cảnh Sát Nhân Dân,7860100,Nghiệp vụ Cảnh sát,A01,19.83,Điểm trúng tuyển nam; Địa bàn 7
Đại Học Cảnh Sát Nhân Dân,7860100,Nghiệp vụ Cảnh sát,C03,21.74,Điểm trúng tuyển nam; Địa bàn 7
Đại Học Cảnh Sát Nhân Dân,7860100,Nghiệp vụ Cảnh sát,D01,21.42,Điểm trúng tuyển nam; Địa bàn 7
Đại Học Cảnh Sát Nhân Dân,7860100,Nghiệp vụ Cảnh sát,A00,22.02,Điểm trúng tuyển nữ; Địa bàn 7
Đại Học Cảnh Sát Nhân Dân,7860100,Nghiệp vụ Cảnh sát,A01,23.4,Điểm trúng tuyển nữ; Địa bàn 7
Đại Học Cảnh Sát Nhân Dân,7860100,Nghiệp vụ Cảnh sát,C03,23.83,Điểm trúng tuyển nữ; Địa bàn 7
Đại Học Cảnh Sát Nhân Dân,7860100,Nghiệp vụ Cảnh sát,D01,23.02,Điểm trúng tuyển nữ; Địa bàn 7
Đại Học Cảnh Sát Nhân Dân,7860100,Nghiệp vụ Cảnh sát,A00,15.42,Điểm trúng tuyển nam; Địa bàn 8
Đại Học Cảnh Sát Nhân Dân,7860100,Nghiệp vụ Cảnh sát,A01,15.43,Điểm trúng tuyển nam; Địa bàn 8
Đại Học Cảnh Sát Nhân Dân,7860100,Nghiệp vụ Cảnh sát,C03,16.66,Điểm trúng tuyển nam; Địa bàn 8
Đại Học Cảnh Sát Nhân Dân,7860100,Nghiệp vụ Cảnh sát,A00,15.95,Điểm trúng tuyển nữ; Địa bàn 8
Đại Học Đông Á,7140201,Giáo dục Mầm non,A00; C00; D01; M06,19,
Đại Học Đông Á,7140202,Giáo dục Tiểu học,A00; C00; D01; M06,19,
Đại Học Đông Á,7220201,Ngôn ngữ Anh,A01; D01; D78; D90,15,
Đại Học Đông Á,7220204,Ngôn ngữ Trung Quốc,A01; D01; D04; D78,15,
Đại Học Đông Á,7220209,Ngôn ngữ Nhật,A01; D01; D06; D78,15,
Đại Học Đông Á,7220210,Ngôn ngữ Hàn Quốc,A01; D01; DD2; D78,15,
Đại Học Đông Á,7310401,Tâm lý học,A00; A01; D01; D78,15,
Đại Học Đông Á,7320104,Truyền thông đa phương tiện,A00; A01; D01; D78,15,
Đại Học Đông Á,7340101,Quản trị kinh doanh,A00; A01; D01; D78,15,
Đại Học Đông Á,7340115,Marketing,A00; A01; D01; D78,15,
Đại Học Đông Á,7340120,Kinh doanh quốc tế,A00; A01; D01; D78,15,
Đại Học Đông Á,7340122,Thương mại điện tử,A00; A01; D01; D78,15,
Đại Học Đông Á,7340123,Kinh doanh thời trang và dệt may,A00; A01; D01; D78,15,
Đại Học Đông Á,7340201,Tài chính - Ngân hàng,A00; A01; D01; D78,15,
Đại Học Đông Á,7340301,Kế toán,A00; A01; D01; D78,15,
Đại Học Đông Á,7340404,Quản trị nhân lực,A00; C00; D01; D78,15,
Đại Học Đông Á,7340406,Quản trị văn phòng,A00; C00; D01; D78,15,
Đại Học Đông Á,7380101,Luật,A00; C00; D01; D78,15,
Đại Học Đông Á,7380107,Luật kinh tế,A00; C00; D01; D78,15,
Đại Học Đông Á,7480112,Khoa học dữ liệu và trí tuệ nhân tạo,A00; A01; D01; D90,18,
Đại Học Đông Á,7480201,Công nghệ thông tin,A00; A01; D01; D90,15,
Đại Học Đông Á,7510103,CNKT xây dựng,A00; A01; D01; D90,15,
Đại Học Đông Á,7510205,CNKT ô tô,A00; A01; D01; D90,15,
Đại Học Đông Á,7510301,"CNKT điện, điện tử",A00; A01; D01; D90,15,
Đại Học Đông Á,7510303,CNKT điều khiển và tự động hoá,A00; A01; D01; D90,15,
Đại Học Đông Á,7510605,Logistics và quản lý chuỗi cung ứng,A00; A01; D01; D90,15,
Đại Học Đông Á,7540101,Công nghệ thực phẩm,A00; B00; B08; D01,15,
Đại Học Đông Á,7620101,Nông nghiệp,A00; B00; B08; D01,15,
Đại Học Đông Á,7720201,Dược học,A00; B00; D07; D90,21,
Đại Học Đông Á,7720301,Điều dưỡng,A00; B00; B08; D90,19,
Đại Học Đông Á,7720401,Dinh dưỡng,A00; B00; B08; D90,15,
Đại Học Đông Á,7810103,Quản trị dịch vụ du lịch và lữ hành,C00; D01; D78; D90,15,
Đại Học Đông Á,7810201,Quản trị khách sạn,C00; D01; D78; D90,15,
Đại Học Đông Á,7810202,Quản trị nhà hàng và Dịch vụ ăn uống,C00; D01; D78; D90,15,
Đại Học Bình Dương,7220201,Ngôn ngữ Anh,A01; D01; D10; D66,15,
Đại Học Bình Dương,7310613,Nhật Bản học,A01; A09; C00; D15,15,
Đại Học Bình Dương,7310614,Hàn Quốc học,A01; A09; C00; D15,15,
Đại Học Bình Dương,7310630,Việt Nam học,A01; A09; C00; D01,15,
Đại Học Bình Dương,7340101,Quản trị kinh doanh,A01; A09; C00; D01,15,
Đại Học Bình Dương,7340201,Tài chính - Ngân hàng,A01; A09; C00; D01,15,
Đại Học Bình Dương,7340301,Kế toán,A01; A09; C00; D01,15,
Đại Học Bình Dương,7380107,Luật kinh tế,A01; A09; C00; D01,15,
Đại Học Bình Dương,7420201,Công nghệ sinh học,A00; A09; B00; D01,15,
Đại Học Bình Dương,7480201,Công nghệ thông tin,A00; A09; D01; K01,15,
Đại Học Bình Dương,7510102,Công nghệ KTCT xây dựng,A00; A09; V00; V01,15,
Đại Học Bình Dương,7510205,Công nghệ KT ô tô,A00; A01; A02; A09,15,
Đại Học Bình Dương,7510301,Công nghệ KT điện - điện tử,A00; A02; A09; D01,15,
Đại Học Bình Dương,7510605,Logistics & Quản lý chuỗi cung ứng,A00; A09; C00; D01,15,
Đại Học Bình Dương,7540101,Công nghệ thực phẩm,A00; A09; B00; D07,15,
Đại Học Bình Dương,7580101,Kiến trúc,A00; A09; V00; V01,15,
Đại Học Bình Dương,7720201,Dược học,A00; B00; C08; D07,21,
Đại học Nông Lâm Bắc Giang,7340301,Kế toán,A00; A01; D01,15,
Đại học Nông Lâm Bắc Giang,7310101,Kinh tế,A00; A01; D01,15,
Đại học Nông Lâm Bắc Giang,7620110,Khoa học cây trồng,A00; A01; B00; D01,15,
Đại học Nông Lâm Bắc Giang,7620112,Bảo vệ thực vật,A00; A01; B00; D01,15,
Đại học Nông Lâm Bắc Giang,7620105,Chăn nuôi,A00; A01; B00; D01,15,
Đại học Nông Lâm Bắc Giang,7640101,Thú y,A00; A01; B00; D01,15,
Đại học Nông Lâm Bắc Giang,7850103,Quản lý đất đai,A00; A01; B00; D01,15,
Đại học Nông Lâm Bắc Giang,7850101,Quản lý tài nguyên và môi trường,A00; A01; B00; D01,15,
Đại học Nông Lâm Bắc Giang,7540101,Công nghệ thực phẩm,A00; A01; B00; D01,15,
Đại học Nông Lâm Bắc Giang,7540106,Đảm bảo chất lượng và ATTP,A00; A01; B00; D01,15,
Đại học Nông Lâm Bắc Giang,7620211,Quản lý tài nguyên rừng,A00; A01; B00; D01,15,
Đại học Nông Lâm Bắc Giang,7810103,Quản trị dịch vụ du lịch và lữ hành,A00; A01; B00; D01,15,
Đại học Nông Lâm Bắc Giang,7220204,Ngôn ngữ Trung Quốc,A00; A01; B00; D01,15,
Đại Học Quốc Tế Bắc Hà,7340101,Quản trị kinh doanh,D01; A04; B00; C00,16,
Đại Học Quốc Tế Bắc Hà,7340201,Tài chính - Ngân hàng,D01; A04; B00; C00,16,
Đại Học Quốc Tế Bắc Hà,7340301,Kế toán,D01; A04; B00; C00,16,
Đại Học Quốc Tế Bắc Hà,7480201,Công nghệ thông tin,D01; A00; A04; B01,16,
Đại Học Quốc Tế Bắc Hà,7520207,Kỹ thuật Điện tử - Viễn thông,D01; A00; A04; B01,16,
Đại Học Quốc Tế Bắc Hà,7580201,Kỹ thuật Xây dựng,D01; A00; A04; B01,16,
Đại Học Quốc Tế Bắc Hà,7580205,Kỹ thuật xây dựng công trình giao thông,D01; A00; A04; B01,16,
Đại Học Quốc Tế Bắc Hà,7580301,Kinh tế xây dựng,D01; A00; A04; B01,16,
Đại Học Bạc Liêu,7480201,Công nghệ thông tin,A00; A01; D07; D90,15,
Đại Học Bạc Liêu,7340101,Quản trị kinh doanh,A00; A01; D01; D90,15,
Đại Học Bạc Liêu,7340301,Kế toán,A00; A01; D01; D90,15,
Đại Học Bạc Liêu,7340201,Tài chính - Ngân hàng,A00; A01; D01; D90,15,
Đại Học Bạc Liêu,7220101,Tiếng Việt và văn hóa Việt Nam,C00; C03; D01; D78,15,
Đại Học Bạc Liêu,7220201,Ngôn ngữ Anh,D01; D09; D14; D78,15,
Đại Học Bạc Liêu,7620301,Nuôi trồng thủy sản,A00; B00; D07; D90,15,
Đại Học Bạc Liêu,7620105,Chăn nuôi,A00; B00; D07; D90,15,
Đại Học Bạc Liêu,7620112,Bảo vệ thực vật,A00; B00; D07; D90,15,
Đại Học Bạc Liêu,7440301,Khoa học môi trường,A00; B00; D07; D90,15,
Đại Học Bạc Liêu,7140212,Sư phạm hóa học,A00; A16; B00; D07,19,
Đại Học Chu Văn An,7480201,Công nghệ thông tin,A00; A01; C04; D01,15,
Đại Học Chu Văn An,7340101,Quản trị kinh doanh,A00; A01; C04; D01,15,
Đại Học Chu Văn An,7220201,Ngôn ngữ Anh,A01; D01; D10; D14,15,
Đại Học Chu Văn An,7340301,Kế toán,A00; A01; C04; D01,15,
Đại Học Công Nghệ Đồng Nai,7480201,Công nghệ thông tin,A00; A01; A04; A10,15,
Đại Học Công Nghệ Đồng Nai,7510301,"Công nghệ kỹ thuật điện, điện tử",A00; A01; A04; A10,15,
Đại Học Công Nghệ Đồng Nai,7510202,Công nghệ chế tạo máy,A00; A01; A04; A10,15,
Đại Học Công Nghệ Đồng Nai,7510205,Công nghệ kỹ thuật ô tô,A00; A01; A04; A10,15,
Đại Học Công Nghệ Đồng Nai,7540101,Công nghệ thực phẩm,A00; A06; B00; B04,15,
Đại Học Công Nghệ Đồng Nai,7720601,Kỹ thuật xét nghiệm y học,A06; B00; B04; C08,19,
Đại Học Công Nghệ Đồng Nai,7720301,Điều dưỡng,A06; B00; B04; C08,19,
Đại Học Công Nghệ Đồng Nai,7340301,Kế toán,A00; A07; A09; D84,15,
Đại Học Công Nghệ Đồng Nai,7340201,Tài chính - Ngân hàng,A00; A07; A09; D84,15,
Đại Học Công Nghệ Đồng Nai,7340101,Quản trị kinh doanh,A00; A07; A09; D84,15,
Đại Học Công Nghệ Đồng Nai,7810103,Quản trị dịch vụ du lịch và lữ hành,A07; A09; C00; C20,15,
Đại Học Công Nghệ Đồng Nai,7810201,Quản trị khách sạn,A07; A09; C00; C20,15,
Đại Học Công Nghệ Đồng Nai,7310608,Đông phương học,A07; C00; D01; D15,15,
Đại Học Công Nghệ Đồng Nai,7220201,Ngôn ngữ Anh,D01; D14; D15; D84,15,
Đại Học Công Nghệ Đồng Nai,7220204,Ngôn ngữ Trung Quốc,C00; C20; D14; D15,15,
Trường Sĩ Quan Đặc Công,7860207,Chỉ huy tham mưu đặc công,A00; A01,24,Thí sinh nam miền Bắc
Trường Sĩ Quan Đặc Công,7860207,Chỉ huy tham mưu đặc công,A00; A01,20.15,Thí sinh nam miền Nam
Đại Học Cửu Long,7720301,Điều dưỡng,A02; B00; B03; D08,19,
Đại Học Cửu Long,7720601,Kỹ thuật xét nghiệm y học,A00; B00; B03; D07,19,
Đại Học Cửu Long,7720201,Dược học,A00; B00; C08; D07,21,
Đại Học Cửu Long,7210403,Thiết kế đồ họa,A00; A01; C04; D01,15,
Đại Học Cửu Long,7220201,Ngôn ngữ Anh,A01; D01; D14; D15,15,
Đại Học Cửu Long,7220101,Tiếng Việt & Văn hóa Việt Nam,C00; D01; D14; D15,15,
Đại Học Cửu Long,7310608,Đông phương học,A01; C00; D01; D14,15,
Đại Học Cửu Long,7760101,Công tác xã hội,A01; C00; C01; D01,15,
Đại Học Cửu Long,7810103,Quản trị dịch vụ du lịch & lữ hành,A00; A01; C00; D01,15,
Đại Học Cửu Long,7380101,Luật,A00; A01; C00; D01,15,
Đại Học Cửu Long,7380107,Luật kinh tế,A00; A01; C00; D01,15,
Đại Học Cửu Long,7340101,Quản trị kinh doanh,A00; A01; D01; C04,15,
Đại Học Cửu Long,7340121,Kinh doanh thương mại,A00; A01; D01; C04,15,
Đại Học Cửu Long,7340301,Kế toán,A00; A01; D01; C04,15,
Đại Học Cửu Long,7340201,Tài chính - Ngân hàng,A00; A01; D01; C04,15,
Đại Học Cửu Long,7480201,Công nghệ thông tin,A00; A01; D01; D07,15,
Đại Học Cửu Long,7510205,Công nghệ kỹ thuật ô tô,A00; A01; D01; C01,15,
Đại Học Cửu Long,7510201,Công nghệ kỹ thuật cơ khí,A00; A01; D01; C01,15,
Đại Học Cửu Long,7510102,Công nghệ kỹ thuật công trình xây dựng,A00; A01; D01; C01,15,
Đại Học Cửu Long,7580205,Kỹ thuật xây dựng công trình giao thông,A00; A01; D01; C01,15,
Đại Học Cửu Long,7510301,"Công nghệ kỹ thuật điện, điện tử",A00; A01; D01; C01,15,
Đại Học Cửu Long,7540101,Công nghệ thực phẩm,A00; A01; B00; C01,15,
Đại Học Cửu Long,7420201,Công nghệ sinh học,A00; A01; B00; B03,15,
Đại Học Cửu Long,7620301,Nuôi trồng thủy sản,A00; A01; B00; B03,15,
Đại Học Cửu Long,7620109,Nông học,A00; A01; B00; B03,15,
Đại Học Cửu Long,7620112,Bảo vệ thực vật,A00; A01; B00; B03,15,
Đại Học Cửu Long,7640101,Thú y,A00; A01; B00; B03,15,
Đại Học Công Nghiệp Hà Nội,7210404,Thiết kế thời trang,A00; A01; D01; D14,24.2,NV≤ 4
Đại Học Công Nghiệp Hà Nội,7220201,Ngôn ngữ Anh,D01,24.09,Tiêu chí phụ thứ nhất: Ngoại ngữ > 7.6; Tiêu chí phụ thứ hai: Ngoại ngữ = 7.6 và NV = 1
Đại Học Công Nghiệp Hà Nội,7220204,Ngôn ngữ Trung Quốc,D01; D04,24.73,NV≤ 2
Đại Học Công Nghiệp Hà Nội,7220209,Ngôn ngữ Nhật,D01; D06,23.78,NV≤ 5
Đại Học Công Nghiệp Hà Nội,7220210,Ngôn ngữ Hàn Quốc,D01; DD2,24.55,NV≤ 2
Đại Học Công Nghiệp Hà Nội,7310612,Trung Quốc học,D01; D04,22.73,NV=1
Đại Học Công Nghiệp Hà Nội,7310104,Kinh tế đầu tư,A00; A01; D01,24.5,Tiêu chí phụ thứ nhất: Toán > 8; Tiêu chí phụ thứ hai: Toán = 8 và NV=1
Đại Học Công Nghiệp Hà Nội,7329001,Công nghệ đa phương tiện,A00; A01,24.75,Tiêu chí phụ thứ nhất: Toán > 8; Tiêu chí phụ thứ hai: Toán = 8 và NV=1
Đại Học Công Nghiệp Hà Nội,7340101,Quản trị kinh doanh,A00; A01; D01,24.55,Tiêu chí phụ thứ nhất: Toán > 8.2; Tiêu chí phụ thứ hai: Toán = 8.2 và NV=1
Đại Học Công Nghiệp Hà Nội,7340115,Marketing,A00; A01; D01,25.6,Tiêu chí phụ thứ nhất: Toán > 8.6; Tiêu chí phụ thứ hai: Toán = 8.6 và NV≤ 5
Đại Học Công Nghiệp Hà Nội,7340125,Phân tích dữ liệu kinh doanh,A00; A01; D01,24.5,Tiêu chí phụ thứ nhất: Toán > 8; Tiêu chí phụ thứ hai: Toán = 8 và NV≤ 3
Đại Học Công Nghiệp Hà Nội,7340201,Tài chính – Ngân hàng,A00; A01; D01,24.7,Tiêu chí phụ thứ nhất: Toán > 8.2; Tiêu chí phụ thứ hai: Toán = 8.2 và NV≤ 5
Đại Học Công Nghiệp Hà Nội,7340301,Kế toán,A00; A01; D01,23.95,Tiêu chí phụ thứ nhất: Toán > 7.8; Tiêu chí phụ thứ hai: Toán = 7.8 và NV≤ 1
Đại Học Công Nghiệp Hà Nội,7340302,Kiểm toán,A00; A01; D01,24.3,Tiêu chí phụ thứ nhất: Toán > 8.2; Tiêu chí phụ thứ hai: Toán = 8.2 và NV≤ 5
Đại Học Công Nghiệp Hà Nội,7340404,Quản trị nhân lực,A00; A01; D01,24.95,Tiêu chí phụ thứ nhất: Toán > 8.2; Tiêu chí phụ thứ hai: Toán = 8.2 và NV≤ 7
